nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1306316	Martin Rezard	\N	\N	special_effects,make_up_department,costume_department	tt2015381,tt0121766,tt1446714,tt2488496
nm1306994	László Végh	\N	\N	production_manager,location_management	tt0175974,tt0049290,tt0050203,tt0045355
nm13076453	Anna Knight	\N	\N	make_up_department	tt11286640
nm1309009	Jill Meyers	1977	\N	actress	tt0350050
nm1309708	Leifur B. Dagfinnsson	\N	\N	producer,production_manager,assistant_director	tt3748528,tt9777666,tt3480822,tt2488496
nm1311700	Stacy Ann Wilkins	1978	\N	actress	tt0368077,tt0350050
nm1311986	Pedro Gutierrez	\N	\N	actor	tt1798635,tt0121794,tt0271701,tt0350050
nm1312181	Oliver Roberts	\N	\N	production_designer,art_director,art_department	tt2488496,tt2180411,tt3748528,tt1201607
nm1312405	Suzanne Hart	\N	\N	actress	tt0350050
nm1312878	Jon Hodge	\N	\N	producer	tt0350050
nm1313210	Xin Wang	\N	\N	actor	tt0352000
nm1313580	Donald C. Archbold	\N	\N	producer,director,writer	tt3682706,tt3683114,tt3682674,tt0289944
nm1314124	Xuan Ding	\N	\N	director	tt0352000,tt0357620
nm1315346	Elle Newlands	1983	\N	actress,composer,miscellaneous	tt2225786,tt2488496,tt1408101,tt4656392
nm1315378	Kayvan Novak	1978	\N	actor,writer,director	tt1341167,tt1647109,tt0365737,tt1058928
nm1315445	Rafael Pardillo	\N	\N	actor	tt0325958
nm1316096	Régine Van Rust	\N	\N	actress	tt0325958
nm1316821	Emilio Urbina	\N	\N	actor	tt0325958
nm1316888	Isabel Arroyo	\N	\N	actress	tt0325958
nm1316939	Alba Delgado	\N	\N	actress,miscellaneous	tt0325958,tt3266410,tt3561950
nm1317150	Julia Signes	\N	\N	actress	tt0325958,tt0956203
nm1317206	Maria de Winter	\N	\N	actress	tt0325958
nm1319575	Aicha El Meziane	\N	\N	make_up_department	tt0172495,tt0250223,tt0472062,tt0365737
nm1321298	Marlo Fisher	\N	\N	music_department	tt2488496,tt1133985,tt0480249,tt1194173
nm1321534	Kevin Field	\N	\N	visual_effects,miscellaneous,producer	tt0356618,tt2109248,tt1340138,tt2488496
nm1322427	Quim Capdevila	1972	\N	actor,stunts	tt2719830,tt0124958,tt0198093,tt0124938
nm1322506	Junah Chung	\N	\N	music_department	tt0368008,tt0408985,tt0476964,tt0427229
nm1323144	Hans-Herbert Ikker	\N	\N	camera_department	tt0058139,tt0328707,tt0054864,tt0065202
nm1324013	Bobby Brooks Quartet	\N	\N	actor,soundtrack	tt0036450,tt0037302,tt0037368,tt0249440
nm1324819	Joshua Brennan	\N	\N	actor,composer	tt4434010,tt5136686,tt1210820,tt3275138
nm1325261	Claire Furia Smith	\N	\N	actress	tt0159378,tt0353293,tt0441662,tt0478433
nm1327226	Jean-Yves Jouannais	\N	\N	writer,miscellaneous,actor	tt13748746,tt4699444,tt0354490,tt13737942
nm1329339	Andrew Marks	\N	\N	visual_effects,special_effects,director	tt2488496,tt4731136,tt1291150,tt2557478
nm1330278	Mike Cowap	\N	\N	miscellaneous,writer,producer	tt5136686,tt0816436,tt4119054
nm1333028	Shehnaz Anand	\N	\N	actress	tt1105733,tt1241334,tt1105747,tt0375611
nm1333357	Bryan Burk	1968	\N	producer,writer,assistant	tt2488496,tt1060277,tt0411008,tt0796366
nm1333367	Oona Byström	\N	\N	art_department,costume_department	tt0249131,tt0340176
nm1334647	Päivi Lakso	\N	\N	miscellaneous,cinematographer,sound_department	tt1804547,tt0249131
nm1339881	Saji Soman	\N	\N	actor	tt0358210,tt1132141,tt0357203,tt0481203
nm1341081	Marty Rhomberg	\N	\N	camera_department	tt5425272,tt1114666,tt0251018,tt2106418
nm1343405	Edmund Sampson	\N	\N	location_management,producer,production_manager	tt2488496,tt9086228,tt2527336,tt9243804
nm1343898	Paul Apelgren	\N	\N	music_department,sound_department,composer	tt2584384,tt2488496,tt1119644,tt0369610
nm1347710	Nardo Vercudia	\N	\N	director,actor	tt5684434,tt0778138,tt1135040,tt0474555
nm1348701	Ian Hochberg	\N	\N	editorial_department,sound_department	tt0317132,tt0120866,tt0408985,tt0120683
nm1348956	Dave Lezynski	\N	\N	sound_department	tt1198405,tt1239428,tt0206501,tt6232592
nm1348958	Terry Literte	\N	\N	sound_department	tt0359438
nm1349117	Duke	\N	\N	actor	tt0024592,tt0024293,tt0024647,tt0023396
nm1350290	Rumen Entchev	\N	\N	music_department,soundtrack	tt0238738,tt0298296,tt0387057
nm1350579	Peggy Hayama	1933	2017	actress,soundtrack	tt0360697,tt1144411,tt3114476,tt9854002
nm1350968	Carlos Laufer	\N	\N	soundtrack,composer,actor	tt0861739,tt0136758,tt0104779,tt0094183
nm1352900	Chloe Bailey	1998	\N	actress,soundtrack,composer	tt0408985,tt0191133,tt1620680
nm1353451	Petya Simeonova	\N	\N	music_department	tt0387057,tt0298296
nm1354003	Carol Leigh	1951	\N	director,art_director,editor	tt0361890,tt0210098,tt0361889,tt7273028
nm1354102	Abdul Razak	\N	\N	miscellaneous,actor,camera_department	tt0354538,tt0248617,tt0151090,tt1105747
nm1355101	Sachin Gawand	\N	\N	miscellaneous	tt0354538,tt1105747,tt0477252
nm1355589	Mohan Prem Kumar	\N	\N	miscellaneous	tt0354538,tt0477252,tt0248617,tt1105747
nm1356226	Letitia Popa-Schwartz	\N	\N	director,writer,producer	tt1462705,tt1326226,tt0361840
nm1357069	Nicholas Art	1999	\N	actor	tt0365737,tt0938567,tt0044265,tt0489237
nm1357588	Claudia Sermbezis	\N	\N	actress	tt2488496,tt0053494,tt0445114,tt0361490
nm1357719	Akiko Shima	\N	\N	actress	tt0362240,tt0372315,tt0045797,tt3114476
nm1364459	Mirko Schekatz	\N	\N	production_manager,producer	tt0362719,tt0780523,tt3457510,tt4714456
nm1366137	Michael Cavanaugh	\N	\N	visual_effects,editor,sound_department	tt0319262,tt0369610,tt0822847,tt2488496
nm1368728	Vick Smith	\N	\N	actor,producer,director	tt0108757,tt0972552,tt1653662,tt2057462
nm1368813	Donna Denley	\N	\N	actress	tt0362001,tt0408985
nm1370199	Lara Bohinc	\N	\N	actress	tt0105233
nm1372061	Sofija Simic	\N	\N	actress	tt0105233,tt0279294
nm1372833	Hans Maikowski	1928	2004	actor	tt0180385,tt0054887,tt0065202,tt0163646
nm1372882	Kari Nenonen	\N	\N	actor	tt0116752,tt0364772,tt1296392
nm1373849	Robert Baer	1952	\N	miscellaneous,writer,producer	tt0286398,tt0804522,tt0365737,tt6830318
nm1374108	Thomas Russell	\N	\N	cinematographer	tt0350050,tt1947996
nm1374175	James Cross	\N	\N	camera_department	tt0386676,tt12227976,tt1520496,tt0867411
nm1375422	Daniel Lee Jones	\N	\N	special_effects	tt0350050
nm1375423	Jeffrey Jordan	\N	\N	visual_effects	tt0350050
nm1375462	John Allen Katz	\N	\N	composer	tt0350050
nm1375588	Ninette Lawrence	\N	\N	costume_designer	tt0350050
nm1375766	Raju Mathew	1937	2019	producer	tt0235158,tt0271356,tt0352986,tt0268954
nm1375828	Melrose	\N	\N	soundtrack,actor,composer	tt0342520,tt0093139,tt0116752,tt0098532
nm1375900	Elsa Montez	\N	\N	set_decorator	tt0350050
nm1376304	Sherry Lynn Ross	\N	\N	stunts	tt0350050
nm1377244	Emilio Plana	\N	\N	actor,producer	tt0366965,tt0383241,tt0117931,tt0261492
nm1377354	Jirí Zeman	\N	\N	actor,director	tt10385428,tt0408985,tt5976538,tt0346293
nm1378585	Luis Vázquez	\N	\N	actor	tt0240470
nm1378668	Daniel Delgado	\N	\N	art_department	tt0240470
nm1378780	Silvia Rodríguez	\N	\N	make_up_department	tt0115284,tt0240470
nm1378825	Manolo Díaz	\N	\N	miscellaneous	tt0240470
nm1378892	Luis Marín	\N	\N	camera_department	tt0240470
nm1378918	Pedro Pabón	\N	\N	camera_department	tt0240470
nm1378956	Daniel Varela	\N	\N	camera_department,production_designer	tt1345464,tt0240470
nm1378970	Félix Álvarez	\N	\N	miscellaneous	tt0240470
nm1379293	Rafael Bemazard	\N	\N	miscellaneous	tt0240470
nm1379611	April Cockrum	\N	\N	cinematographer,camera_department,costume_designer	tt0399481,tt0367544,tt0486649
nm1379615	Abdiel Colberg	\N	\N	director,editor,writer	tt1997279,tt0240727,tt0240470,tt2383236
nm1379616	Juan Colberg	\N	\N	actor	tt0240470
nm1379620	Zahíra Collazo	\N	\N	camera_department,cinematographer	tt0429499,tt0240470,tt4296940
nm1379669	Sam Crystal	\N	\N	actor,assistant_director,writer	tt0386846,tt1009017,tt0374312,tt0486649
nm1379831	Marieli Durán	\N	\N	actress	tt0240470,tt0439526
nm1379937	José Figueroa	\N	\N	art_department	tt0240470
nm1379976	Aura Fragoso	\N	\N	actress	tt0240470,tt9675048
nm1380283	Fritz Hersting	\N	\N	actor	tt0240470
nm1380374	Ivette Idelfonso	\N	\N	location_management,miscellaneous	tt0240470,tt0097028
nm1380443	Flor Joglar	\N	\N	actress	tt0240470,tt2557550,tt12591976,tt14591338
nm1380798	Carmen Maisonet	\N	\N	miscellaneous	tt0240470
nm1380836	Dhalro Marín	\N	\N	camera_department	tt0240470
nm1380966	Fernando Mimiño	\N	\N	art_department	tt0240470
nm1381006	Mari Julia Morales	\N	\N	costume_department	tt0240470
nm1381025	David Moscoso	\N	\N	editor,cinematographer,art_department	tt2791026,tt2403678,tt0860899,tt0240470
nm1381084	Santos Nazario	1928	2018	actor	tt6128952,tt0143284,tt0240470,tt0179211
nm1381117	María Elena Noguera	\N	\N	assistant_director	tt0240470
nm1381156	Jose Ojeda	\N	\N	composer,music_department,soundtrack	tt0240470,tt1016169,tt4154916,tt2383236
nm1381176	Ivan Gonzalo Ortiz	\N	\N	producer,writer	tt0240470,tt0179211,tt1016169,tt0247953
nm1381180	Roberto Otero	\N	\N	cinematographer,assistant_director,writer	tt3198670,tt0115600,tt1172523,tt0240470
nm1381343	Marisocorro Pérez	\N	\N	actress	tt0240470,tt3060828
nm1381357	Alexis Quiñones	\N	\N	camera_department	tt0240470
nm1381422	Elenco Riollano	\N	\N	production_manager	tt0240470
nm1381428	Adalberto Rivera	\N	\N	sound_department,miscellaneous	tt2392876,tt0240470
nm1381429	Luis Ángel Rivera	\N	\N	camera_department	tt0240470
nm1381455	José Enrique Romero	\N	\N	actor	tt0240470
nm1381933	Abel Varona	\N	\N	miscellaneous	tt0240470
nm1381999	José David Vázquez	\N	\N	actor	tt0240470
nm1382147	Heydalis Zavala	\N	\N	actress	tt0240470
nm1382347	Héctor Coca	\N	\N	actor	tt0240470
nm1382374	Edsel Delgado	\N	\N	actor	tt0240470
nm1382378	Jorge Dieppa	1970	\N	actor,art_director	tt1883311,tt0240470,tt3033826,tt0438551
nm1382416	Jorge Freytes	\N	\N	actor	tt0240470
nm1382529	Janio Marrero	\N	\N	actor	tt0240470
nm1382637	Max Santiago	\N	\N	actor	tt0240470
nm1382885	Cynthia Mantel	\N	\N	actress	tt0240470,tt1483789
nm1382888	Yazmín Martínez	\N	\N	actress	tt0240470
nm1382982	Ilsa Vega	\N	\N	actress	tt0240470
nm1383173	Luis R. Castillo	\N	\N	miscellaneous	tt0240470
nm1383185	Dave Cramer	\N	\N	camera_department,actor,cinematographer	tt0393836,tt1447971,tt0481543,tt0867411
nm1383189	Clare Cunningham	\N	\N	miscellaneous	tt0458525,tt0448134,tt0455824,tt0365737
nm1383226	Katie Foster	1984	\N	actress	tt2310185,tt2041510,tt0365737,tt1720616
nm1383391	Eric Robledo	\N	\N	camera_department	tt0240470
nm1383393	René Rodríguez	\N	\N	actor,miscellaneous,camera_department	tt1522164,tt4247244,tt0240470,tt4477410
nm1383395	Luis Rosado	\N	\N	camera_department	tt0240470
nm1383397	Rafael Rosario	\N	\N	actor,miscellaneous	tt0240470,tt1886448,tt7580872,tt1976005
nm1383403	Antonio Santiago	\N	\N	miscellaneous	tt0240470,tt0785065
nm1383404	Javier Santiago	\N	\N	miscellaneous	tt0240470
nm1383405	Nicolás Santiago	\N	\N	miscellaneous	tt2364841,tt0240470,tt0376136
nm1383416	Steven Schofield	\N	\N	camera_department	tt4461692,tt0816436,tt1251360,tt5136686
nm1383476	Edgardo Vázquez	\N	\N	art_department,miscellaneous	tt0138689,tt0240470
nm1383687	Eddie Rivera	\N	\N	sound_department,director,writer	tt0240470,tt0160874
nm1383688	Nissy Agnies Rivera	\N	\N	sound_department	tt0240470
nm1383689	Tommy Rivera	\N	\N	sound_department	tt0240470
nm1384115	Daji Bhatwadekar	\N	\N	actor	tt1836152,tt0153545,tt14111282,tt0157217
nm1387219	Alejandro Santiago	\N	\N	actor	tt0240470
nm1387995	Matt Williams	\N	\N	camera_department	tt7253506,tt3439554,tt1586914,tt1394700
nm1388398	Graham Banks	\N	\N	camera_department,cinematographer	tt0338020,tt0098913,tt0075593,tt0076987
nm1390419	Steve Loveday	\N	\N	art_department,visual_effects	tt2488496,tt1587310,tt1735898,tt2015381
nm1391034	Adrian Parish	\N	\N	special_effects,miscellaneous	tt3778644,tt0237534,tt2488496,tt2527336
nm1391439	Frane Rusinovic	\N	\N	actor	tt0375116,tt0119694
nm1392570	Oscar Moreno	1921	2003	actor	tt1190178,tt2094030,tt1692907,tt5684434
nm1395179	Norma Vales	\N	\N	actress	tt0359625,tt0370605,tt0778138,tt5684434
nm1396275	Alan Murphy	\N	\N	special_effects,animation_department,costume_department	tt2488496,tt2527336,tt3748528,tt3778644
nm1396607	Maria Elisa	\N	\N	costume_department,art_department	tt0136758,tt1871367,tt1842425
nm1397374	Olivia Bloch-Lainé	\N	\N	set_decorator,art_department	tt0349683,tt0450259,tt0280665,tt0365737
nm1398623	Tomás Mechácek	1979	\N	actor,writer	tt1348318,tt0408985,tt1014763,tt2401719
nm1402034	Seth Engstrom	\N	\N	art_department,art_director,animation_department	tt2527336,tt0499549,tt2488496,tt0401729
nm1402305	Timothee Hammond	1976	\N	casting_department,sound_department,casting_director	tt0397078,tt0397101,tt0408985,tt0385726
nm1402732	Konstantin Listov	1900	1983	composer,music_department,soundtrack	tt0147807,tt0037361,tt0019760,tt0372471
nm1402903	Pino Megale	\N	\N	actor	tt0113623,tt0119169,tt0115899,tt0210225
nm1405325	Michael Cruz	\N	\N	actor	tt0350050
nm1408091	Maya Tesashita	\N	\N	actress	tt0350050
nm1408586	Dimitris Kolovos	\N	\N	actor	tt0366721,tt0164063,tt0263596,tt0255959
nm1408591	Yorgos Kotsos	\N	\N	actor	tt0255959,tt0107562,tt1158821,tt0255297
nm1409528	Suzie Brutke-Smurdon	\N	\N	sound_department	tt0396041,tt0296766,tt0485452,tt0303313
nm1412330	Lisa Meilen	\N	\N	actress,miscellaneous	tt3682706,tt0107665
nm1415378	Melissa Demino	\N	\N	production_manager,producer,miscellaneous	tt0365737,tt0944947,tt0365125,tt2342652
nm1415757	Mirta Haramina	\N	\N	actress	tt0375116
nm1416434	Aris Movsesijan	1966	\N	actor,writer,director	tt0486961,tt0375116
nm1417523	Nino Batinic	\N	\N	actor	tt0375116
nm1419683	Oliver Calibet	\N	\N	art_department	tt0144642
nm1420081	Efrem Escober	\N	\N	actor	tt0144642
nm1420305	Jim Greco	\N	\N	director,writer	tt0144642
nm1420975	Samantha Marguard	\N	\N	actress	tt0144642
nm1421113	Manabu Miyashita	\N	\N	actor	tt0144642,tt2438548
nm1421144	Enrique Morlett	\N	\N	actor	tt0101217,tt0144642
nm1421581	Joel Rifkin	\N	\N	actor	tt0144642
nm1421682	Benoît Sanson	\N	\N	art_department,actor	tt0116676,tt0151137,tt0112366,tt0365737
nm1422261	Kristina Yoshida	\N	\N	actress	tt0144642
nm1422498	Mickey Greco	\N	\N	actor	tt0144642
nm1422745	Perry Schwarz	\N	\N	actor	tt0144642
nm1422813	Gene Z. Wilson	\N	\N	actor	tt0144642
nm1422905	Susan Finn	\N	\N	actress	tt0144642
nm1423013	Monica Monroe	\N	\N	actress,miscellaneous,art_department	tt1405413,tt3699150,tt2369196,tt0144642
nm1423058	Denise Reiser	\N	\N	actress	tt0127247,tt2812868,tt0144642
nm1425079	Tasos Yfantis	\N	\N	actor	tt0255959,tt0255771,tt0262927,tt0228775
nm1426479	Pedro Aunión	1975	2017	actor,stunts	tt2719830,tt0381733,tt0286971,tt0217811
nm1428191	Rino Bonavita	\N	\N	miscellaneous	tt1093357,tt1194173,tt1211837,tt2488496
nm1429175	Sharon Nicholas	\N	\N	make_up_department	tt3778644,tt1677720,tt2527338,tt2488496
nm1429407	Ivica Rukavina	\N	\N	actor,costume_department	tt0082441,tt0084394,tt0081378,tt0173063
nm1429521	Piotr Sot	\N	\N	actor	tt0323223,tt0062528,tt0066250,tt0065366
nm1430979	Lee Murphy	\N	\N	miscellaneous,writer	tt1131729,tt6320628,tt0203119,tt0365737
nm1431379	Brent Michael Davids	1959	\N	music_department,composer,soundtrack	tt2140317,tt0309150,tt0303313,tt3888834
nm1433859	Christine Marie	\N	\N	stunts,actress	tt1489139,tt0413573,tt0486649,tt1820656
nm1436630	Matías Moltrasio	\N	\N	director,editor,writer	tt0378400,tt10080270,tt10025978,tt3344862
nm1437232	Norman Campbell Rees	1957	\N	miscellaneous,actor,location_management	tt2488496,tt1735898,tt0830515,tt0401729
nm1439341	Elizabeth Hobbs	\N	\N	director,writer,animation_department	tt0784843,tt8515116,tt1063639,tt10662360
nm1439590	Gabrielle Levenson	1983	\N	miscellaneous,production_manager,camera_department	tt2488496,tt3778644,tt2527336,tt3748528
nm1440266	Peter Nelson	\N	\N	actor	tt5230406,tt0337668,tt1055367,tt1419082
nm1442993	Paula Valmond	\N	\N	actress	tt0252330,tt0198280,tt0201542,tt0290137
nm1445849	Riccardo Marchegiani	\N	\N	production_manager,producer,editorial_department	tt6121444,tt0373930,tt8253606,tt1946298
nm1445866	Carlotta Massimi	\N	\N	assistant_director	tt0314213,tt0373930,tt0285874
nm1446239	Salvatore Saulini	\N	\N	camera_department	tt0373930
nm1446440	Gianluigi Trovesi	\N	\N	composer,editor,music_department	tt0476671,tt2379412,tt0373930,tt11808958
nm1449882	Eero Försti	\N	\N	actor	tt0116752
nm1450013	Juho Grönqvist	\N	\N	actor	tt0116752
nm1450165	Vesa Häkli	\N	\N	actor,soundtrack,script_department	tt5222918,tt0116752,tt0158692,tt0116656
nm1450243	Kari Järvinen	\N	\N	actress	tt0112035,tt0116752
nm1451018	Jorma Pulla	\N	\N	actor	tt0116752
nm1455090	Andrej Lupinc	\N	\N	cinematographer,actor,camera_department	tt3809250,tt11444334,tt0105233,tt8224994
nm1456105	Lassi Tykkyläinen	\N	\N	actor,art_department,producer	tt0137895,tt0451250,tt0414211,tt0091552
nm1456658	Omar Mostafa	\N	\N	actor,cinematographer,art_director	tt0365737,tt0408306,tt0200465,tt0372784
nm1457175	William Kyte	\N	\N	sound_department	tt0241453,tt0285534,tt0486649,tt0381464
nm1457464	Travis Taylor	1976	\N	miscellaneous	tt0408985,tt0319061,tt0425094,tt0397078
nm1458907	Mikko Hultman	\N	\N	producer	tt0358859,tt8236836
nm1463532	Ramsey Gbelawoe	\N	\N	miscellaneous,manager,director	tt0408985,tt2197836,tt7821708,tt0380277
nm1464392	Ashvin Kumar	\N	\N	writer,director,producer	tt2255851,tt0425200,tt1758662,tt0495111
nm1464437	Pierre Lacourt	\N	\N	assistant_director,location_management,director	tt0892260,tt0365737,tt0167644,tt1820633
nm1464511	Jody Lee Lipes	1982	\N	cinematographer,director,camera_department	tt1152278,tt4034228,tt1273654,tt0477302
nm1464573	Ahmidou Lyazidi	\N	\N	visual_effects,miscellaneous,animation_department	tt2488496,tt2034800,tt2543164,tt2094766
nm1465466	Diego Pizarro	\N	\N	actor,stunts	tt0115284,tt2719830,tt0198093,tt0122335
nm1466156	Mitesh Soni	\N	\N	actor	tt0365737,tt9892094,tt14773478,tt14586176
nm1466640	Kate Venner	\N	\N	art_department,set_decorator	tt2488496,tt3778644,tt3748528,tt8579674
nm1467169	James McGrath	\N	\N	actor	tt1408101,tt0285861,tt0796366,tt2488496
nm1471211	Mark Dennison	\N	\N	music_department	tt0383241
nm1471221	Damian Farrell	\N	\N	director,actor,miscellaneous	tt2527336,tt3748528,tt2527338,tt2488496
nm1471270	Amy Lawrence	1983	\N	actress,miscellaneous,music_department	tt2619192,tt7332710,tt2067039,tt0383241
nm1471301	Keith Murray	\N	\N	music_department	tt0383241,tt1854586
nm1471664	Sue Arunasalam	\N	\N	music_department	tt0383241
nm1471767	Osvaldo Batista II	\N	\N	actor	tt0383241
nm1471855	Shamim Bhagat	\N	\N	director,editor,producer	tt0358147,tt0133188,tt0387071,tt0383877
nm1472030	Russell Bull	\N	\N	assistant_director	tt0383241
nm1472254	Ernesto Clavelo	\N	\N	actor	tt0383241
nm1472277	Walter J. Collins	\N	\N	editor,editorial_department,producer	tt0383241,tt2513276,tt2374997,tt2579618
nm1472467	Marta Del Real	\N	\N	actress	tt0383241
nm1472564	Philip Dougherty	\N	\N	art_department	tt0383241
nm1473052	Mauricio Guiloff	1978	\N	miscellaneous	tt0383241
nm1473244	Yacov Hirsch	\N	\N	music_department	tt0383241
nm1473467	Gloria Justiz	\N	\N	actress	tt0383241
nm1473566	Nick Kenworthy-Browne	\N	\N	composer,music_department,producer	tt1844728,tt0383241,tt2761296,tt2287989
nm1474175	Adam McOwen	\N	\N	music_department	tt0383241
nm1474398	Reiko Nakano	\N	\N	music_department,actor	tt0466660,tt0383241,tt12221748,tt1733275
nm1474481	Elaine Nurse	\N	\N	music_department	tt0383241
nm1474750	Ulrike Plenzdorf	\N	\N	actress	tt0065202
nm1475113	Modesto Sanchez	\N	\N	make_up_department	tt0383241
nm1475125	Jose Luis Santander	\N	\N	music_department	tt0383241
nm1475180	Heidemarie Schmidt	\N	\N	actress	tt0065202
nm1475423	Aituro Stable	\N	\N	music_department	tt0383241
nm1475739	Andromeda Turre	\N	\N	actress,music_department	tt0383241,tt2871608
nm1477248	Liana Hidalgo	\N	\N	actress	tt0383241
nm1477346	Delfina Marin	\N	\N	actress	tt0383241
nm1477595	Mark Lucia	\N	\N	art_department	tt0383241
nm1478846	Richard Riddell	1984	\N	actor	tt0955308,tt2488496,tt3569230,tt1054606
nm1479184	Jose Anthony	\N	\N	make_up_department	tt0383241,tt0402678
nm1479202	Rosemary Albo	\N	\N	actress,script_department	tt0383241,tt0294569
nm1479205	Marc Alvaredo	\N	\N	music_department	tt0383241
nm1479342	Natali Freed	\N	\N	music_department	tt0383241
nm1479354	Robert Gelberg	\N	\N	camera_department	tt0383241
nm1479400	Larry Hopkins	\N	\N	sound_department,music_department,composer	tt0099674,tt2488496,tt0367882,tt0182576
nm1479493	Scott C. Martin	\N	\N	music_department	tt0383241
nm1479517	Karl Messerschmidt	\N	\N	music_department,sound_department	tt0439256,tt0383241
nm1479641	Marcus Santos	1977	\N	actor,music_department	tt0383241,tt1084950
nm1479664	Matthew Skal	\N	\N	producer,miscellaneous,casting_director	tt1114855,tt9849830,tt0383241,tt0813896
nm1479765	Bess Cohen	\N	\N	producer	tt0383241
nm1479881	Kimberley Davis	\N	\N	sound_department	tt0383241
nm1480154	Marina	\N	\N	actress	tt0136758
nm1481675	A.D. Liano	\N	\N	producer,writer,director	tt7604638,tt1297928,tt0407194,tt0405381
nm1482642	Ryan Wieber	1984	\N	visual_effects,producer,cinematographer	tt6565702,tt2488496,tt4287320,tt1234721
